,paddy.slevel,paddy.temp,paddy.ph,paddy.season,paddy.humidity,paddy.variation,paddy.yield
230,-1.397848797,-1.445046402,-0.355696326,0,1.592791345,-1.224683633,701.76812
231,0.900899869,-0.878178818,1.427992525,0,0.302366414,0.816455755,762.6473925
232,0.819000007,0.061991809,1.715684275,0,0.103839502,0.816455755,770.608575
233,0.323436436,1.541377944,-0.413234676,0,-1.385112342,0.816455755,858.9841937
234,1.642163026,-1.680089059,-1.621540027,0,-0.193950867,-1.224683633,849.5477551
235,-0.621882309,-0.795222586,0.795070675,0,1.19573752,-1.224683633,939.070649
236,-0.712110971,-0.421919543,-1.161233227,0,-0.491741236,0.816455755,782.1361364
237,0.315107636,1.292509249,-0.183081276,0,-0.591004692,0.816455755,670.4066843
238,-1.268752405,-1.210003746,-0.988618177,0,0.004576045,0.816455755,637.026448
239,0.265134839,0.697989587,0.449840574,0,0.798683695,-1.224683633,760.9620986
240,-1.714343179,0.601207316,1.715684275,0,-1.087321973,-1.224683633,827.3960997
241,0.521939491,-1.610958866,-0.010466226,0,-1.087321973,0.816455755,647.9837516
242,1.107731724,-1.127047514,0.910147375,0,0.302366414,0.816455755,681.8205548
243,-1.382579332,0.006687655,-0.355696326,0,-0.094687411,0.816455755,683.6273425
244,1.413121039,-0.878178818,-0.298157976,0,0.798683695,-1.224683633,775.9764482
245,1.711569689,1.002162437,0.679993975,0,-0.888795061,-1.224683633,919.9702293
246,-0.709334704,0.933032244,0.795070675,0,-1.583639254,0.816455755,810.42371
247,0.230431508,-0.283659157,-0.700926426,0,0.897947151,0.816455755,866.5108685
248,0.374797366,-0.408093504,1.082762425,0,0.798683695,0.816455755,754.7236915
249,-0.71627537,1.693464369,1.485530875,0,-0.293214323,-1.224683633,721.4425221
250,-0.42615552,-1.680089059,1.485530875,0,0.897947151,-1.224683633,710.647382
251,-0.741261769,1.07129263,-0.010466226,1,-1.385112342,0.816455755,595.4911247
252,1.00362173,-0.14539877,-0.068004576,1,0.897947151,0.816455755,639.8279471
253,1.075804659,-1.210003746,-0.470773026,0,0.203102958,0.816455755,574.6084813
254,0.9356032,-0.491049736,1.715684275,0,0.897947151,-1.224683633,733.9810791
255,-0.445589386,-1.099395436,1.312915825,1,-0.888795061,-1.224683633,590.1074577
256,0.644095217,-0.532527852,-0.183081276,0,1.493527889,0.816455755,732.7246871
257,1.113284257,-0.173050847,-0.816003126,0,-0.491741236,0.816455755,645.4337427
258,0.752369611,-1.030265243,1.485530875,0,0.897947151,0.816455755,689.5203099
259,0.846762672,-1.223829784,1.427992525,0,-1.583639254,-1.224683633,665.8378423
260,-0.905061493,1.347813403,1.140300775,0,0.997210608,-1.224683633,806.6604099
261,0.749593345,-1.486524518,-0.240619626,0,0.997210608,0.816455755,766.8481494
262,-1.393684398,0.324686544,0.852609025,0,-1.087321973,0.816455755,651.3221779
263,1.496409035,-1.196177707,-0.068004576,0,-0.491741236,0.816455755,693.3865232
264,-0.129095004,-1.030265243,-1.621540027,0,1.19573752,-1.224683633,756.9134648
265,-0.384511523,0.808597896,-0.700926426,0,1.19573752,-1.224683633,787.876902
266,1.718510355,-0.0486165,1.140300775,0,-0.293214323,0.816455755,819.6940366
267,1.136882522,-0.905830895,0.104610474,0,-0.293214323,0.816455755,728.5143629
268,-0.297059128,-1.721567175,1.255377475,0,1.394264433,0.816455755,691.5510653
269,-0.002774878,1.555203983,-0.355696326,0,-0.988058517,-1.224683633,703.916585
270,-1.556095988,0.877728089,-0.585849726,1,-1.682902711,-1.224683633,667.6643201
271,-0.921719092,-0.850526741,-1.448924977,0,-0.39247778,0.816455755,699.2765117
272,-0.181844068,-1.458872441,-0.931079826,0,-0.988058517,0.816455755,748.2886068
273,0.30816697,-1.196177707,0.449840574,0,0.699420239,0.816455755,587.1580006
274,-1.453374127,-1.251481862,0.392302224,0,1.19573752,-1.224683633,624.3023076
275,1.104955457,1.154248862,0.737532325,0,0.798683695,-1.224683633,749.5732831
276,-1.456150394,-0.6569622,1.715684275,1,-1.583639254,0.816455755,416.3934998
277,1.442271838,-0.684614277,0.967685725,0,-1.583639254,0.816455755,700.1690724
278,0.583017354,-0.850526741,0.392302224,0,0.798683695,0.816455755,787.2785719
279,-0.569133245,-0.463397659,1.427992525,0,-0.293214323,-1.224683633,792.6053913
280,0.856479605,1.07129263,-0.183081276,1,1.394264433,-1.224683633,753.0150468
281,0.433098963,0.131122003,-0.010466226,0,-0.789531605,0.816455755,748.3172834
282,-1.239601607,-1.541828673,0.334763874,0,0.798683695,0.816455755,664.4633716
283,0.063855518,1.306335287,1.312915825,1,1.692054801,0.816455755,647.8668903
284,0.004165788,1.58285606,0.392302224,0,1.493527889,-1.224683633,916.026005
285,1.046653861,-0.117746693,0.564917275,0,-0.491741236,-1.224683633,900.2422865
286,0.383126166,1.015988476,0.622455625,1,0.103839502,0.816455755,564.4569927
287,-1.446433461,0.76711978,1.543069225,0,-1.583639254,0.816455755,549.7027725
288,-1.569977321,1.638160215,1.197839125,0,-1.385112342,0.816455755,614.2943089
289,0.48307176,1.098944708,1.140300775,1,-0.888795061,-1.224683633,760.5216659
290,-0.816220964,-0.463397659,1.082762425,1,0.203102958,-1.224683633,671.6967675
291,0.212385776,-0.532527852,0.564917275,0,0.699420239,0.816455755,595.2638609
292,-1.664370382,-0.560179929,0.622455625,0,0.798683695,0.816455755,677.2025769
293,-1.111893347,-0.0486165,1.370454175,0,-1.087321973,0.816455755,800.4878805
294,0.088841916,-0.560179929,-0.931079826,0,0.302366414,-1.224683633,830.8559586
295,1.010562396,-0.435745582,-0.068004576,0,1.592791345,-1.224683633,877.5635295
296,-0.746814302,-1.403568287,0.219687174,0,0.004576045,0.816455755,756.7849912
297,-1.667146648,0.476772969,-0.470773026,1,0.897947151,0.816455755,540.1955583
298,-0.928659758,1.306335287,-1.333848277,1,-0.591004692,0.816455755,624.0180678
299,1.600519029,0.628859394,-0.010466226,1,0.103839502,-1.224683633,779.4921649
300,-0.957810556,-1.237655823,-1.679078377,0,0.500893327,-1.224683633,732.5082149
301,0.866196538,-1.279133939,0.334763874,1,0.699420239,0.816455755,582.3234186
302,1.320116111,-1.583306789,-1.564001677,1,-1.385112342,0.816455755,598.8459776
303,-1.649100916,1.499899828,-0.125542926,1,-0.491741236,0.816455755,519.2055661
304,-0.800951499,1.403117558,1.082762425,0,1.295000976,-1.224683633,755.2443107
305,0.913393068,-0.96113505,-0.470773026,0,0.897947151,-1.224683633,754.6180063
306,-0.117989938,-0.504875775,1.312915825,1,-0.39247778,0.816455755,507.3068472
307,-0.480292717,-1.500350557,0.277225524,0,1.394264433,0.816455755,590.1805765
308,0.290121238,0.960684321,-1.564001677,1,0.699420239,0.816455755,620.3852664
309,1.563039431,-1.583306789,1.543069225,1,0.897947151,-1.224683633,635.0554878
310,0.290121238,0.76711978,-0.010466226,0,-1.087321973,-1.224683633,658.5853877
311,-0.649644974,1.029814514,-0.528311376,0,1.692054801,0.816455755,756.4001299
312,-0.971691889,-0.905830895,0.449840574,0,0.203102958,0.816455755,729.5564656
313,-1.268752405,0.739467703,0.737532325,0,0.004576045,0.816455755,747.8246629
314,-0.131871271,0.559729201,1.025224075,0,-0.690268148,-1.224683633,955.9506087
315,1.565815697,-1.196177707,1.140300775,0,-0.39247778,-1.224683633,773.7801693
316,-0.552475646,0.808597896,0.334763874,1,0.103839502,0.816455755,625.1313457
317,-1.353428533,-1.583306789,-0.125542926,0,0.600156783,0.816455755,452.830315
318,0.172129911,-1.154699591,1.543069225,0,-1.484375798,0.816455755,668.5672454
319,-1.424223329,1.58285606,0.219687174,1,1.592791345,-1.224683633,585.6757987
320,-0.530265514,-1.320612055,1.715684275,0,0.40162987,-1.224683633,785.3869518
321,-0.460858852,-0.159224809,-0.068004576,0,0.600156783,0.816455755,727.2515421
322,0.943932,0.656511471,-0.931079826,0,0.302366414,0.816455755,820.2302486
323,1.599130895,1.513725867,0.392302224,0,1.19573752,0.816455755,752.0838105
324,0.842598273,-1.56948075,-0.470773026,1,1.692054801,-1.224683633,664.0567688
325,-0.247086331,-1.638610943,-1.218771577,1,0.40162987,-1.224683633,598.0734209
326,1.253485715,0.034339732,0.852609025,0,0.699420239,0.816455755,630.067294
327,-1.449209728,1.057466592,-1.103694877,0,1.692054801,0.816455755,714.3032539
328,0.234595908,1.444595674,0.679993975,0,-0.491741236,0.816455755,777.5991107
